Time (CST),Uptower Heated Wind Speed (m/s),Uptower Heated Wind Direction (deg),Air Density (kg/m^3),Time (CST),Hub Wind Speed (m/s),Uptower Wind Speed 1 (m/s),Uptower Wind Speed 2 (m/s),Uptower Wind Speed 3 (m/s),Uptower Wind Direction (deg),
,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Speed.Avg.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Direction.Vec.Avg,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Air.Density,,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Wind.Speed.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.1.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.2.10M.AVG,\\BPWind\US.RT1.DAT.xxxxxx.MET.001.Uptower.Wind.Speed,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Direction.Vec.Avg,x
07-Jan-22 01:20:00,9.50,142.33,1.32,07-Jan-22 01:20:00,9.82,6.74,6.83,9.72,135.40,
07-Jan-22 01:30:00,9.25,145.78,1.32,07-Jan-22 01:30:00,9.79,6.74,6.83,9.71,139.16,
07-Jan-22 01:40:00,9.46,145.35,1.32,07-Jan-22 01:40:00,9.82,6.74,6.83,9.17,140.81,
07-Jan-22 01:50:00,9.35,141.27,1.32,07-Jan-22 01:50:00,9.37,6.74,6.83,10.59,135.51,
07-Jan-22 02:00:00,8.86,145.22,1.32,07-Jan-22 02:00:00,10.72,6.74,6.83,10.55,140.62,
07-Jan-22 02:10:00,10.07,140.98,1.32,07-Jan-22 02:10:00,10.71,6.74,6.83,10.72,135.58,
07-Jan-22 02:20:00,10.03,143.64,1.31,07-Jan-22 02:20:00,10.88,6.74,6.83,10.24,138.94,
07-Jan-22 02:30:00,10.23,141.41,1.31,07-Jan-22 02:30:00,10.40,6.74,6.83,10.08,135.90,
07-Jan-22 02:40:00,9.88,145.09,1.31,07-Jan-22 02:40:00,10.24,6.74,6.83,9.44,139.98,
07-Jan-22 02:50:00,9.63,141.63,1.30,07-Jan-22 02:50:00,9.59,6.74,6.83,8.43,136.37,
07-Jan-22 03:00:00,9.10,138.18,1.30,07-Jan-22 03:00:00,8.52,6.74,6.83,9.16,132.76,
07-Jan-22 03:10:00,8.30,142.29,1.30,07-Jan-22 03:10:00,9.30,6.74,6.83,9.45,137.03,
07-Jan-22 03:20:00,8.91,140.95,1.30,07-Jan-22 03:20:00,9.56,6.74,6.83,9.40,135.54,
07-Jan-22 03:30:00,9.22,139.60,1.30,07-Jan-22 03:30:00,9.54,6.74,6.83,10.12,134.06,
07-Jan-22 03:40:00,9.14,140.26,1.30,07-Jan-22 03:40:00,10.24,6.74,6.83,9.60,136.00,
07-Jan-22 03:50:00,9.85,140.92,1.29,07-Jan-22 03:50:00,9.72,6.74,6.83,9.42,135.28,
07-Jan-22 04:00:00,9.30,136.85,1.29,07-Jan-22 04:00:00,9.54,6.74,6.83,8.93,130.86,
07-Jan-22 04:10:00,9.26,132.78,1.29,07-Jan-22 04:10:00,9.04,6.74,6.83,8.81,126.44,
07-Jan-22 04:20:00,8.80,133.11,1.29,07-Jan-22 04:20:00,8.92,6.74,6.83,9.54,127.25,
07-Jan-22 04:30:00,8.69,138.31,1.29,07-Jan-22 04:30:00,9.65,6.74,6.83,9.32,132.56,
07-Jan-22 04:40:00,9.39,139.49,1.29,07-Jan-22 04:40:00,9.40,6.74,6.83,10.47,133.85,
07-Jan-22 04:50:00,9.16,144.09,1.29,07-Jan-22 04:50:00,10.57,6.74,6.83,10.97,138.53,
07-Jan-22 05:00:00,10.21,144.38,1.28,07-Jan-22 05:00:00,11.05,6.74,6.83,10.57,138.89,
07-Jan-22 05:10:00,10.57,144.67,1.28,07-Jan-22 05:10:00,10.61,6.74,6.83,10.45,139.25,
07-Jan-22 05:20:00,10.38,143.82,1.28,07-Jan-22 05:20:00,10.53,6.74,6.83,10.63,137.22,
07-Jan-22 05:30:00,10.10,142.96,1.28,07-Jan-22 05:30:00,10.70,6.74,6.83,11.01,137.90,
07-Jan-22 05:40:00,10.61,149.71,1.28,07-Jan-22 05:40:00,11.09,6.74,6.83,10.57,144.60,
07-Jan-22 05:50:00,10.72,151.39,1.28,07-Jan-22 05:50:00,10.68,6.74,6.83,10.55,146.42,
07-Jan-22 06:00:00,10.28,146.76,1.28,07-Jan-22 06:00:00,10.63,6.74,6.83,10.07,141.28,
07-Jan-22 06:10:00,10.40,140.04,1.28,07-Jan-22 06:10:00,10.16,6.74,6.83,9.90,134.46,
07-Jan-22 06:20:00,9.89,133.32,1.28,07-Jan-22 06:20:00,9.99,6.74,6.83,9.97,127.63,
07-Jan-22 06:30:00,9.82,134.03,1.28,07-Jan-22 06:30:00,10.06,6.74,6.83,10.01,128.40,
07-Jan-22 06:40:00,9.69,134.74,1.28,07-Jan-22 06:40:00,10.11,6.74,6.83,10.55,129.16,
07-Jan-22 06:50:00,9.82,135.46,1.28,07-Jan-22 06:50:00,10.62,6.74,6.83,10.88,129.93,
07-Jan-22 07:00:00,10.30,136.17,1.29,07-Jan-22 07:00:00,10.96,6.74,6.83,11.14,130.70,
07-Jan-22 07:10:00,10.62,136.88,1.29,07-Jan-22 07:10:00,11.24,6.74,6.83,11.09,131.46,
07-Jan-22 07:20:00,10.85,138.95,1.29,07-Jan-22 07:20:00,11.18,6.74,6.83,11.16,133.99,
07-Jan-22 07:30:00,10.80,136.59,1.29,07-Jan-22 07:30:00,11.25,6.74,6.83,11.48,131.47,
07-Jan-22 07:40:00,10.93,138.68,1.28,07-Jan-22 07:40:00,11.58,6.74,6.83,11.73,133.56,
07-Jan-22 07:50:00,11.18,138.15,1.28,07-Jan-22 07:50:00,11.81,6.74,6.83,11.34,132.31,
07-Jan-22 08:00:00,11.38,137.61,1.28,07-Jan-22 08:00:00,11.45,6.74,6.83,11.93,131.06,
07-Jan-22 08:10:00,11.09,137.08,1.28,07-Jan-22 08:10:00,12.02,6.74,6.83,12.76,132.50,
07-Jan-22 08:20:00,11.61,139.73,1.28,07-Jan-22 08:20:00,12.86,6.74,6.83,12.98,133.93,
07-Jan-22 08:30:00,12.36,142.37,1.28,07-Jan-22 08:30:00,13.03,6.74,6.83,13.93,138.02,
07-Jan-22 08:40:00,12.58,146.92,1.28,07-Jan-22 08:40:00,14.01,6.74,6.83,14.00,142.10,
07-Jan-22 08:50:00,13.48,147.71,1.28,07-Jan-22 08:50:00,14.10,6.74,6.83,13.86,143.03,
07-Jan-22 09:00:00,13.61,148.50,1.27,07-Jan-22 09:00:00,13.93,6.74,6.83,13.56,143.97,
07-Jan-22 09:10:00,13.47,149.29,1.27,07-Jan-22 09:10:00,13.59,6.74,6.83,13.79,144.90,
07-Jan-22 09:20:00,13.24,150.08,1.27,07-Jan-22 09:20:00,13.85,6.74,6.83,14.20,145.84,
07-Jan-22 09:30:00,13.29,149.95,1.27,07-Jan-22 09:30:00,14.24,6.74,6.83,14.62,145.55,
07-Jan-22 09:40:00,13.88,149.83,1.27,07-Jan-22 09:40:00,14.65,6.74,6.83,15.59,145.27,
07-Jan-22 09:50:00,14.31,153.96,1.27,07-Jan-22 09:50:00,15.63,6.74,6.83,15.09,147.61,
07-Jan-22 10:00:00,15.13,154.20,1.26,07-Jan-22 10:00:00,15.14,6.74,6.83,16.31,149.96,
07-Jan-22 10:10:00,14.88,154.43,1.26,07-Jan-22 10:10:00,16.35,6.74,6.83,15.71,149.30,
07-Jan-22 10:20:00,15.97,153.48,1.26,07-Jan-22 10:20:00,15.77,6.74,6.83,14.65,148.64,
07-Jan-22 10:30:00,15.35,154.97,1.26,07-Jan-22 10:30:00,14.68,6.74,6.83,15.04,150.24,
07-Jan-22 10:40:00,14.29,154.64,1.26,07-Jan-22 10:40:00,15.04,6.74,6.83,15.24,149.70,
07-Jan-22 10:50:00,14.98,154.30,1.26,07-Jan-22 10:50:00,15.24,6.74,6.83,16.03,149.17,
07-Jan-22 11:00:00,14.94,153.97,1.25,07-Jan-22 11:00:00,16.01,6.74,6.83,14.41,148.63,
07-Jan-22 11:10:00,15.62,153.64,1.25,07-Jan-22 11:10:00,14.42,6.74,6.83,15.71,148.09,
07-Jan-22 11:20:00,14.16,156.62,1.25,07-Jan-22 11:20:00,15.73,6.74,6.83,15.69,152.57,
07-Jan-22 11:30:00,15.30,161.90,1.25,07-Jan-22 11:30:00,15.75,6.74,6.83,15.39,157.05,
07-Jan-22 11:40:00,15.41,161.84,1.25,07-Jan-22 11:40:00,15.37,6.74,6.83,16.08,157.17,
07-Jan-22 11:50:00,15.07,161.78,1.25,07-Jan-22 11:50:00,16.07,6.74,6.83,15.52,157.28,
07-Jan-22 12:00:00,15.59,161.71,1.25,07-Jan-22 12:00:00,15.51,6.74,6.83,15.05,157.39,
07-Jan-22 12:10:00,15.34,157.36,1.24,07-Jan-22 12:10:00,15.05,6.74,6.83,15.06,152.73,
07-Jan-22 12:20:00,14.67,159.55,1.24,07-Jan-22 12:20:00,15.11,6.74,6.83,15.83,154.72,
07-Jan-22 12:30:00,14.79,158.23,1.24,07-Jan-22 12:30:00,15.86,6.74,6.83,17.06,153.39,
07-Jan-22 12:40:00,15.57,156.92,1.24,07-Jan-22 12:40:00,17.09,6.74,6.83,17.85,152.07,
07-Jan-22 12:50:00,16.55,155.61,1.24,07-Jan-22 12:50:00,17.86,6.74,6.83,16.99,150.74,
07-Jan-22 13:00:00,17.40,156.08,1.24,07-Jan-22 13:00:00,17.04,6.74,6.83,16.85,151.26,
07-Jan-22 13:10:00,16.60,156.56,1.24,07-Jan-22 13:10:00,16.87,6.74,6.83,16.88,151.78,
07-Jan-22 13:20:00,16.50,154.74,1.24,07-Jan-22 13:20:00,16.91,6.74,6.83,16.75,149.90,
07-Jan-22 13:30:00,16.71,152.92,1.24,07-Jan-22 13:30:00,16.74,6.74,6.83,16.27,148.01,
07-Jan-22 13:40:00,16.20,149.24,1.23,07-Jan-22 13:40:00,16.27,6.74,6.83,16.64,143.95,
07-Jan-22 13:50:00,16.02,147.41,1.23,07-Jan-22 13:50:00,16.65,6.74,6.83,14.38,141.95,
07-Jan-22 14:00:00,16.10,145.58,1.23,07-Jan-22 14:00:00,14.37,6.74,6.83,13.85,139.96,
07-Jan-22 14:10:00,14.29,143.75,1.23,07-Jan-22 14:10:00,13.90,6.74,6.83,14.53,137.97,
07-Jan-22 14:20:00,13.66,145.18,1.23,07-Jan-22 14:20:00,14.50,6.74,6.83,13.96,140.12,
07-Jan-22 14:30:00,14.17,143.63,1.23,07-Jan-22 14:30:00,13.98,6.74,6.83,14.27,137.40,
07-Jan-22 14:40:00,13.71,139.69,1.23,07-Jan-22 14:40:00,14.30,6.74,6.83,15.33,134.67,
07-Jan-22 14:50:00,13.86,143.10,1.23,07-Jan-22 14:50:00,15.35,6.74,6.83,16.57,137.86,
07-Jan-22 15:00:00,15.06,149.02,1.22,07-Jan-22 15:00:00,16.54,6.74,6.83,17.08,144.03,
07-Jan-22 15:10:00,16.25,151.56,1.22,07-Jan-22 15:10:00,17.09,6.74,6.83,18.03,146.44,
07-Jan-22 15:20:00,16.79,151.16,1.22,07-Jan-22 15:20:00,18.05,6.74,6.83,18.53,146.34,
07-Jan-22 15:30:00,17.58,150.77,1.22,07-Jan-22 15:30:00,18.51,6.74,6.83,18.82,146.23,
07-Jan-22 15:40:00,18.16,150.37,1.22,07-Jan-22 15:40:00,18.86,6.74,6.83,17.60,146.13,
07-Jan-22 15:50:00,18.28,149.97,1.22,07-Jan-22 15:50:00,17.66,6.74,6.83,17.85,146.03,
07-Jan-22 16:00:00,17.27,149.58,1.22,07-Jan-22 16:00:00,17.89,6.74,6.83,18.38,145.92,
07-Jan-22 16:10:00,17.52,149.18,1.22,07-Jan-22 16:10:00,18.39,6.74,6.83,18.09,144.63,
07-Jan-22 16:20:00,17.81,148.47,1.22,07-Jan-22 16:20:00,18.11,6.74,6.83,19.49,143.34,
07-Jan-22 16:30:00,17.82,149.91,1.22,07-Jan-22 16:30:00,19.53,6.74,6.83,20.31,144.86,
07-Jan-22 16:40:00,18.96,151.34,1.22,07-Jan-22 16:40:00,20.37,6.74,6.83,20.85,146.39,
07-Jan-22 16:50:00,19.93,152.78,1.21,07-Jan-22 16:50:00,20.94,6.74,6.83,20.53,147.91,
07-Jan-22 17:00:00,20.42,151.49,1.21,07-Jan-22 17:00:00,20.62,6.74,6.83,21.60,147.62,
07-Jan-22 17:10:00,20.10,151.66,1.21,07-Jan-22 17:10:00,21.68,6.74,6.83,22.99,147.33,
07-Jan-22 17:20:00,21.05,151.83,1.21,07-Jan-22 17:20:00,23.09,6.74,6.83,23.19,146.93,
07-Jan-22 17:30:00,22.48,152.01,1.21,07-Jan-22 17:30:00,23.26,6.74,6.83,22.42,146.53,
07-Jan-22 17:40:00,22.76,151.23,1.21,07-Jan-22 17:40:00,22.51,6.74,6.83,22.23,146.13,
07-Jan-22 17:50:00,21.87,150.46,1.21,07-Jan-22 17:50:00,22.31,6.74,6.83,21.74,145.73,
07-Jan-22 18:00:00,21.63,151.39,1.21,07-Jan-22 18:00:00,21.81,6.74,6.83,22.71,146.70,
07-Jan-22 18:10:00,21.42,152.31,1.21,07-Jan-22 18:10:00,22.83,6.74,6.83,22.85,147.67,
07-Jan-22 18:20:00,22.01,153.24,1.21,07-Jan-22 18:20:00,22.94,6.74,6.83,22.78,148.64,
07-Jan-22 18:30:00,22.39,154.16,1.21,07-Jan-22 18:30:00,22.80,6.74,6.83,22.30,149.61,
07-Jan-22 18:40:00,22.14,155.09,1.21,07-Jan-22 18:40:00,22.22,6.74,6.83,22.32,150.58,
07-Jan-22 18:50:00,21.57,156.01,1.21,07-Jan-22 18:50:00,22.21,6.74,6.83,22.35,151.55,
07-Jan-22 19:00:00,21.61,156.94,1.21,07-Jan-22 19:00:00,22.05,6.74,6.83,22.49,152.51,
07-Jan-22 19:10:00,21.34,158.98,1.21,07-Jan-22 19:10:00,21.93,6.74,6.83,21.09,155.25,
07-Jan-22 19:20:00,21.19,161.02,1.21,07-Jan-22 19:20:00,20.71,6.74,6.83,20.79,157.98,
07-Jan-22 19:30:00,20.08,163.05,1.21,07-Jan-22 19:30:00,20.59,6.74,6.83,20.29,158.31,
07-Jan-22 19:40:00,19.74,162.97,1.21,07-Jan-22 19:40:00,20.06,6.74,6.83,19.55,158.64,
07-Jan-22 19:50:00,19.40,162.89,1.21,07-Jan-22 19:50:00,19.45,6.74,6.83,19.31,158.97,
07-Jan-22 20:00:00,18.80,163.53,1.21,07-Jan-22 20:00:00,19.22,6.74,6.83,19.63,159.30,
07-Jan-22 20:10:00,18.55,164.17,1.21,07-Jan-22 20:10:00,19.50,6.74,6.83,19.10,159.62,
07-Jan-22 20:20:00,18.65,164.81,1.21,07-Jan-22 20:20:00,19.25,6.74,6.83,17.91,159.95,
07-Jan-22 20:30:00,18.54,165.45,1.21,07-Jan-22 20:30:00,18.59,6.74,6.83,17.15,161.03,
07-Jan-22 20:40:00,17.81,167.00,1.21,07-Jan-22 20:40:00,18.14,6.74,6.83,16.58,162.10,
07-Jan-22 20:50:00,17.45,168.55,1.21,07-Jan-22 20:50:00,17.94,6.74,6.83,16.67,164.20,
07-Jan-22 21:00:00,17.11,170.10,1.21,07-Jan-22 21:00:00,18.07,6.74,6.83,16.56,166.30,
07-Jan-22 21:10:00,17.26,171.65,1.21,07-Jan-22 21:10:00,17.79,6.74,6.83,16.82,168.40,
07-Jan-22 21:20:00,16.95,173.19,1.21,07-Jan-22 21:20:00,17.91,6.74,6.83,16.88,169.94,
07-Jan-22 21:30:00,17.12,174.85,1.21,07-Jan-22 21:30:00,17.71,6.74,6.83,16.85,171.47,
07-Jan-22 21:40:00,16.96,176.50,1.21,07-Jan-22 21:40:00,17.25,6.74,6.83,16.27,173.01,
07-Jan-22 21:50:00,16.45,178.15,1.21,07-Jan-22 21:50:00,16.59,6.74,6.83,16.40,174.54,
07-Jan-22 22:00:00,15.88,178.17,1.21,07-Jan-22 22:00:00,16.69,6.74,6.83,16.00,175.71,
07-Jan-22 22:10:00,15.75,180.25,1.21,07-Jan-22 22:10:00,16.17,6.74,6.83,17.44,176.87,
07-Jan-22 22:20:00,15.53,182.33,1.21,07-Jan-22 22:20:00,17.38,6.74,6.83,18.31,178.82,
07-Jan-22 22:30:00,16.48,184.41,1.21,07-Jan-22 22:30:00,18.21,6.74,6.83,18.06,180.77,
07-Jan-22 22:40:00,17.34,184.96,1.21,07-Jan-22 22:40:00,17.98,6.74,6.83,18.69,181.36,
07-Jan-22 22:50:00,16.99,185.52,1.21,07-Jan-22 22:50:00,18.57,6.74,6.83,18.32,181.94,
07-Jan-22 23:00:00,17.53,186.07,1.21,07-Jan-22 23:00:00,18.25,6.74,6.83,17.95,182.53,
07-Jan-22 23:10:00,17.32,186.62,1.21,07-Jan-22 23:10:00,17.86,6.74,6.83,18.21,183.11,
07-Jan-22 23:20:00,16.90,187.18,1.21,07-Jan-22 23:20:00,18.00,6.74,6.83,17.83,183.70,
07-Jan-22 23:30:00,16.92,189.31,1.21,07-Jan-22 23:30:00,17.99,6.74,6.83,18.23,186.21,
07-Jan-22 23:40:00,17.10,189.13,1.21,07-Jan-22 23:40:00,18.16,6.74,6.83,18.44,186.05,
07-Jan-22 23:50:00,17.25,190.80,1.21,07-Jan-22 23:50:00,19.10,6.74,6.83,18.06,187.67,
08-Jan-22 00:00:00,18.21,192.48,1.21,08-Jan-22 00:00:00,18.37,6.74,6.83,18.01,189.28,
08-Jan-22 00:10:00,17.60,194.15,1.21,08-Jan-22 00:10:00,18.50,6.74,6.83,17.64,190.89,
08-Jan-22 00:20:00,17.79,194.57,1.21,08-Jan-22 00:20:00,17.92,6.74,6.83,17.48,191.29,
08-Jan-22 00:30:00,17.18,194.99,1.21,08-Jan-22 00:30:00,17.59,6.74,6.83,17.41,191.68,
08-Jan-22 00:40:00,16.96,195.40,1.21,08-Jan-22 00:40:00,17.43,6.74,6.83,17.33,192.07,
08-Jan-22 00:50:00,16.83,195.82,1.21,08-Jan-22 00:50:00,17.35,6.74,6.83,17.02,192.46,
08-Jan-22 01:00:00,16.62,194.34,1.21,08-Jan-22 01:00:00,17.01,6.74,6.83,15.27,192.85,
08-Jan-22 01:10:00,16.43,200.54,1.21,08-Jan-22 01:10:00,15.90,6.74,6.83,15.49,198.34,
08-Jan-22 01:20:00,15.57,200.50,1.21,08-Jan-22 01:20:00,15.88,6.74,6.83,14.82,197.65,
08-Jan-22 01:30:00,15.55,203.92,1.21,08-Jan-22 01:30:00,15.48,6.74,6.83,14.72,201.31,
08-Jan-22 01:40:00,15.22,203.69,1.21,08-Jan-22 01:40:00,15.56,6.74,6.83,14.29,200.99,
08-Jan-22 01:50:00,15.21,206.99,1.21,08-Jan-22 01:50:00,15.25,6.74,6.83,13.93,205.19,
08-Jan-22 02:00:00,14.92,212.70,1.21,08-Jan-22 02:00:00,14.26,6.74,6.83,13.50,209.38,
08-Jan-22 02:10:00,14.05,212.50,1.21,08-Jan-22 02:10:00,13.94,6.74,6.83,12.32,208.98,
08-Jan-22 02:20:00,13.71,219.02,1.21,08-Jan-22 02:20:00,12.55,6.74,6.83,11.96,215.19,
08-Jan-22 02:30:00,12.55,221.63,1.20,08-Jan-22 02:30:00,12.14,6.74,6.83,12.01,217.18,
08-Jan-22 02:40:00,12.21,221.30,1.20,08-Jan-22 02:40:00,12.25,6.74,6.83,11.57,216.94,
08-Jan-22 02:50:00,12.19,220.98,1.20,08-Jan-22 02:50:00,11.72,6.74,6.83,11.52,216.70,
08-Jan-22 03:00:00,11.83,220.66,1.20,08-Jan-22 03:00:00,11.69,6.74,6.83,12.04,216.46,
08-Jan-22 03:10:00,11.87,216.97,1.20,08-Jan-22 03:10:00,12.34,6.74,6.83,11.48,214.21,
08-Jan-22 03:20:00,12.27,220.54,1.20,08-Jan-22 03:20:00,11.66,6.74,6.83,10.56,217.17,
08-Jan-22 03:30:00,11.82,224.11,1.20,08-Jan-22 03:30:00,10.66,6.74,6.83,10.23,220.13,
08-Jan-22 03:40:00,10.96,227.68,1.20,08-Jan-22 03:40:00,10.41,6.74,6.83,10.25,223.09,
08-Jan-22 03:50:00,10.47,228.95,1.20,08-Jan-22 03:50:00,10.46,6.74,6.83,10.31,226.05,
08-Jan-22 04:00:00,10.42,230.22,1.20,08-Jan-22 04:00:00,10.50,6.74,6.83,10.02,226.21,
08-Jan-22 04:10:00,10.51,230.60,1.20,08-Jan-22 04:10:00,10.16,6.74,6.83,9.03,226.37,
08-Jan-22 04:20:00,10.27,235.01,1.20,08-Jan-22 04:20:00,9.25,6.74,6.83,8.84,230.92,
08-Jan-22 04:30:00,9.33,239.42,1.20,08-Jan-22 04:30:00,9.16,6.74,6.83,9.10,235.47,
08-Jan-22 04:40:00,8.88,241.18,1.20,08-Jan-22 04:40:00,9.42,6.74,6.83,8.87,237.08,
08-Jan-22 04:50:00,9.15,234.26,1.20,08-Jan-22 04:50:00,9.08,6.74,6.83,8.92,230.78,
08-Jan-22 05:00:00,9.06,239.17,1.20,08-Jan-22 05:00:00,9.23,6.74,6.83,9.04,235.32,
08-Jan-22 05:10:00,8.94,241.07,1.20,08-Jan-22 05:10:00,9.39,6.74,6.83,9.07,237.49,
08-Jan-22 05:20:00,9.10,238.36,1.20,08-Jan-22 05:20:00,9.37,6.74,6.83,8.90,234.79,
08-Jan-22 05:30:00,9.23,229.14,1.20,08-Jan-22 05:30:00,9.02,6.74,6.83,9.16,224.63,
08-Jan-22 05:40:00,9.34,231.04,1.20,08-Jan-22 05:40:00,9.32,6.74,6.83,9.32,227.26,
08-Jan-22 05:50:00,9.44,230.15,1.20,08-Jan-22 05:50:00,9.50,6.74,6.83,9.35,226.53,
08-Jan-22 06:00:00,9.59,232.54,1.20,08-Jan-22 06:00:00,9.53,6.74,6.83,9.08,228.79,
08-Jan-22 06:10:00,9.57,232.89,1.20,08-Jan-22 06:10:00,9.28,6.74,6.83,8.80,229.26,
08-Jan-22 06:20:00,9.35,233.23,1.20,08-Jan-22 06:20:00,9.01,6.74,6.83,9.18,229.73,
08-Jan-22 06:30:00,9.03,233.57,1.20,08-Jan-22 06:30:00,9.35,6.74,6.83,9.68,230.21,
08-Jan-22 06:40:00,9.40,233.92,1.20,08-Jan-22 06:40:00,9.92,6.74,6.83,9.70,229.60,
08-Jan-22 06:50:00,9.79,237.61,1.20,08-Jan-22 06:50:00,9.95,6.74,6.83,9.71,233.01,
08-Jan-22 07:00:00,9.78,241.30,1.20,08-Jan-22 07:00:00,9.98,6.74,6.83,9.16,236.42,
08-Jan-22 07:10:00,9.68,239.40,1.20,08-Jan-22 07:10:00,9.40,6.74,6.83,9.03,235.00,
08-Jan-22 07:20:00,9.19,237.51,1.20,08-Jan-22 07:20:00,9.22,6.74,6.83,9.49,233.59,
08-Jan-22 07:30:00,9.21,239.48,1.20,08-Jan-22 07:30:00,9.71,6.74,6.83,10.15,234.98,
08-Jan-22 07:40:00,9.57,241.45,1.20,08-Jan-22 07:40:00,10.42,6.74,6.83,11.02,236.38,
08-Jan-22 07:50:00,10.12,243.43,1.20,08-Jan-22 07:50:00,11.29,6.74,6.83,11.88,239.39,
08-Jan-22 08:00:00,10.89,252.56,1.20,08-Jan-22 08:00:00,12.22,6.74,6.83,11.96,249.26,
08-Jan-22 08:10:00,11.44,258.87,1.20,08-Jan-22 08:10:00,12.28,6.74,6.83,12.29,255.64,
08-Jan-22 08:20:00,11.64,265.19,1.19,08-Jan-22 08:20:00,12.52,6.74,6.83,12.24,262.02,
08-Jan-22 08:30:00,11.79,273.78,1.19,08-Jan-22 08:30:00,12.41,6.74,6.83,12.27,269.46,
08-Jan-22 08:40:00,11.86,277.46,1.19,08-Jan-22 08:40:00,12.41,6.74,6.83,12.31,273.07,
08-Jan-22 08:50:00,11.86,281.15,1.19,08-Jan-22 08:50:00,12.41,6.74,6.83,12.05,276.67,
08-Jan-22 09:00:00,11.93,289.98,1.18,08-Jan-22 09:00:00,12.06,6.74,6.83,12.54,285.12,
08-Jan-22 09:10:00,11.65,296.14,1.17,08-Jan-22 09:10:00,12.51,6.74,6.83,12.52,291.32,
08-Jan-22 09:20:00,12.09,299.53,1.18,08-Jan-22 09:20:00,12.50,6.74,6.83,12.24,294.66,
08-Jan-22 09:30:00,12.07,302.92,1.18,08-Jan-22 09:30:00,12.22,6.74,6.83,12.63,298.01,
08-Jan-22 09:40:00,11.91,304.18,1.18,08-Jan-22 09:40:00,12.62,6.74,6.83,12.74,298.88,
08-Jan-22 09:50:00,12.20,310.38,1.18,08-Jan-22 09:50:00,12.71,6.74,6.83,12.33,305.49,
08-Jan-22 10:00:00,12.25,314.35,1.18,08-Jan-22 10:00:00,12.31,6.74,6.83,13.16,308.70,
08-Jan-22 10:10:00,12.02,317.07,1.19,08-Jan-22 10:10:00,13.16,6.74,6.83,13.55,311.92,
08-Jan-22 10:20:00,12.74,319.79,1.19,08-Jan-22 10:20:00,13.59,6.74,6.83,13.01,315.13,
08-Jan-22 10:30:00,13.22,320.20,1.19,08-Jan-22 10:30:00,13.01,6.74,6.83,12.17,315.15,
08-Jan-22 10:40:00,12.61,327.42,1.19,08-Jan-22 10:40:00,12.25,6.74,6.83,11.80,322.52,
08-Jan-22 10:50:00,12.02,334.65,1.19,08-Jan-22 10:50:00,11.87,6.74,6.83,10.77,329.88,
08-Jan-22 11:00:00,11.70,339.28,1.19,08-Jan-22 11:00:00,10.94,6.74,6.83,11.81,334.84,
08-Jan-22 11:10:00,10.84,343.92,1.19,08-Jan-22 11:10:00,12.01,6.74,6.83,13.06,339.81,
08-Jan-22 11:20:00,11.74,341.70,1.19,08-Jan-22 11:20:00,13.22,6.74,6.83,12.86,337.23,
08-Jan-22 11:30:00,13.09,343.19,1.20,08-Jan-22 11:30:00,13.06,6.74,6.83,12.50,339.47,
08-Jan-22 11:40:00,12.91,341.73,1.20,08-Jan-22 11:40:00,12.65,6.74,6.83,12.08,337.76,
08-Jan-22 11:50:00,12.52,340.27,1.20,08-Jan-22 11:50:00,12.24,6.74,6.83,12.53,336.06,
08-Jan-22 12:00:00,12.13,340.98,1.20,08-Jan-22 12:00:00,12.70,6.74,6.83,11.51,336.38,
08-Jan-22 12:10:00,12.51,338.70,1.20,08-Jan-22 12:10:00,11.64,6.74,6.83,14.35,334.39,
08-Jan-22 12:20:00,11.53,333.82,1.20,08-Jan-22 12:20:00,14.41,6.74,6.83,14.38,329.87,
08-Jan-22 12:30:00,14.17,334.40,1.20,08-Jan-22 12:30:00,14.41,6.74,6.83,13.36,329.91,
08-Jan-22 12:40:00,14.10,338.11,1.21,08-Jan-22 12:40:00,13.47,6.74,6.83,12.83,333.73,
08-Jan-22 12:50:00,13.32,336.87,1.21,08-Jan-22 12:50:00,12.94,6.74,6.83,13.30,332.53,
08-Jan-22 13:00:00,12.76,330.61,1.21,08-Jan-22 13:00:00,13.33,6.74,6.83,13.45,326.20,
08-Jan-22 13:10:00,13.12,329.36,1.21,08-Jan-22 13:10:00,13.50,6.74,6.83,12.83,325.16,
08-Jan-22 13:20:00,13.19,334.24,1.21,08-Jan-22 13:20:00,12.92,6.74,6.83,12.87,330.05,
08-Jan-22 13:30:00,12.80,332.53,1.21,08-Jan-22 13:30:00,12.93,6.74,6.83,12.41,328.02,
08-Jan-22 13:40:00,12.58,327.74,1.20,08-Jan-22 13:40:00,12.46,6.74,6.83,12.33,323.22,
08-Jan-22 13:50:00,12.20,322.94,1.21,08-Jan-22 13:50:00,12.31,6.74,6.83,12.77,318.43,
