DateTime,Wind Direction,YawPosition,ActivePower (W),WindSpeed (m/s),Hub Height (m),Rotor Diameter (m),Turbines (Clipper),AirDensity (kg/m^3),month,scaled_yaw,2hr_active_power_rolling_avg,Wind Power (W),Turbine Power (W)
1/1/22 6:40,227.1167297,352,453.4106119,6.249051938,80,96,FO639,1.197212515,1,352,713.3561436,108304.8051,
1/1/22 6:40,227.1167297,383,443.6086628,6.042325282,80,96,FO640,1.197212515,1,23,714.3519044,104721.9432,
1/1/22 6:40,227.1167297,366,575.0777051,6.568844934,80,96,FO641,1.197212515,1,6,716.2884454,113847.2648,
1/1/22 6:40,227.1167297,363,637.5678698,6.912297562,80,96,FO642,1.197212515,1,3,718.6286865,119799.7789,
1/1/22 6:40,227.1167297,364,850.9122673,7.94254517,80,96,FO643,1.197212515,1,4,721.9930194,137655.41,
1/1/22 6:50,208.3111267,713,1341.830348,8.774114126,80,96,FO601,1.197212555,1,353,729.6379938,152067.6676,
1/1/22 6:50,208.3111267,855,1209.812442,8.488347842,80,96,FO602,1.197212555,1,135,736.0689066,147114.9382,
1/1/22 6:50,208.3111267,531,1007.769712,8.196649281,80,96,FO603,1.197212555,1,171,740.5373304,142059.3943,
1/1/22 6:50,208.3111267,722,1138.066318,8.208711332,80,96,FO604,1.197212555,1,2,747.509023,142268.4465,
1/1/22 6:50,208.3111267,803,1299.343124,8.903249651,80,96,FO605,1.197212555,1,83,756.5714501,154305.7668,
1/1/22 6:50,208.3111267,352,731.5979659,7.14599426,80,96,FO607,1.197212555,1,352,761.1404603,123850.0735,
1/1/22 6:50,208.3111267,783,633.8463715,6.971692719,80,96,FO608,1.197212555,1,63,762.570429,120829.1841,
1/1/22 6:50,208.3111267,195,809.4552347,7.517724248,80,96,FO609,1.197212555,1,195,766.674678,130292.674,
1/1/22 6:50,208.3111267,728,819.4117578,7.734593605,80,96,FO610,1.197212555,1,8,770.3492737,134051.3233,
1/1/22 6:50,208.3111267,193,794.7948421,7.558623503,80,96,FO611,1.197212555,1,193,773.0307024,131001.5153,
1/1/22 6:50,208.3111267,711,684.5809356,7.326367948,80,96,FO612,1.197212555,1,351,775.2602526,126976.2018,
1/1/22 6:50,208.3111267,188,922.4830921,7.787441132,80,96,FO613,1.197212555,1,188,779.6267521,134967.2448,
1/1/22 6:50,208.3111267,343,866.413967,7.64611342,80,96,FO614,1.197212555,1,343,780.4601525,132517.8379,
1/1/22 6:50,208.3111267,710,934.3662368,8.164222248,80,96,FO615,1.197212555,1,350,782.2700692,141497.3884,
1/1/22 6:50,208.3111267,369,627.3109685,7.056852399,80,96,FO619,1.197212555,1,9,783.2410973,122305.1204,
1/1/22 6:50,208.3111267,351,867.0369354,7.966624888,80,96,FO621,1.197212555,1,351,785.6392181,138072.7499,
